"","Gene","BF","BF_filtered","post_prob","chr","pos"
"6821","EVPL",0.982,1,0.0671,17,76007119
"6822","TNN",0.982,1,0.0671,1,175077432
"6823","BRCA2",0.9818,1,0.0671,13,32310634
"6824","MYL6",0.9817,1,0.0671,12,56155412
"6825","YJEFN3",0.9817,1,0.0671,19,19528933
"6826","CXCL9",0.9816,1,0.0671,4,76003603
"6827","GMPPA",0.9816,1,0.0671,2,219499986
"6828","GXYLT1",0.9816,1,0.0671,12,42087796
"6829","PIP4P1",0.9816,1,0.0671,14,20458571
"6830","SMAGP",0.9816,1,0.0671,12,51245986
"6831","CLDN8",0.9814,1,0.0671,21,30215258
"6832","MCAM",0.9814,1,0.0671,11,119309891
"6833","TSPO",0.9813,1,0.0671,22,43159249
"6834","C1orf226",0.9811,1,0.0671,1,162378948
"6835","MPI",0.981,1,0.0671,15,74890072
"6836","COMMD10",0.981,1,0.0671,5,116087525
"6837","CMTM8",0.9809,1,0.0671,3,32239007
"6838","UCMA",0.9809,1,0.0671,10,13222107
"6839","LCN15",0.9809,1,0.0671,9,136755128
"6840","AKIP1",0.9807,1,0.0671,11,8911457
"6841","LRRC59",0.9807,1,0.0671,17,50378770
"6842","FYCO1",0.9806,1,0.0671,3,45913121
"6843","SNCG",0.9806,1,0.0671,10,86957374
"6844","UNG",0.9806,1,0.0671,12,109097682
"6845","FBXL22",0.9805,1,0.0671,15,63597403
"6846","PRXL2C",0.9805,1,0.0671,9,96641833
"6847","ATP5PF",0.9804,1,0.0671,21,25724657
"6848","PRELID3B",0.9802,1,0.0671,20,59035023
"6849","OR5AK2",0.9801,1,0.0671,11,56988923
"6850","NUDT14",0.9801,1,0.0671,14,105173073
"6851","NOVA1",0.98,1,0.0671,14,26447961
"6852","PRR15L",0.98,1,0.0671,17,47952940
"6853","BMP2K",0.98,1,0.0671,4,78776716
"6854","PRM1",0.9799,1,0.0671,16,11280995
"6855","ZNF680",0.9799,1,0.0671,7,64521180
"6856","TSSC4",0.9799,1,0.0671,11,2402659
"6857","PDCD4",0.9799,1,0.0671,10,110876044
"6858","TMEM116",0.9798,1,0.0671,12,111931635
"6859","DOK1",0.9798,1,0.0671,2,74550180
"6860","HAUS3",0.9797,1,0.0671,4,2231931
"6861","CRISP2",0.9796,1,0.0671,6,49695834
"6862","TFG",0.9795,1,0.0671,3,100713643
"6863","SLC7A10",0.9795,1,0.0671,19,33204631
"6864","CCL15",0.9795,1,0.0671,17,35997794
"6865","RMI2",0.9794,1,0.0671,16,11350645
"6866","THAP1",0.9793,1,0.0671,8,42838014
"6867","CHRNA6",0.9793,1,0.0671,8,42753238
"6868","CENPX",0.9792,1,0.0671,17,82019191
"6869","XIAP",0.979,1,0.0671,NA,123885685
"6870","STAC",0.979,1,0.0671,3,36380643
"6871","DEFB131A",0.979,1,0.0671,4,9444535
"6872","WBP2NL",0.9789,1,0.0671,22,41994741
"6873","KRTAP5-7",0.9789,1,0.0671,11,71527311
"6874","TEX9",0.9789,1,0.0671,15,56365458
"6875","RNF216",0.9789,1,0.0671,7,5622861
"6876","LIMCH1",0.9788,1,0.0671,4,41360896
"6877","OTUD6B",0.9787,1,0.0671,8,91070318
"6878","PUS3",0.9786,1,0.0671,11,125893793
"6879","KCTD1",0.9786,1,0.0671,18,26455775
"6880","TSHZ2",0.9785,1,0.0671,20,53253505
"6881","MEI1",0.9784,1,0.0671,22,41699540
"6882","C7orf33",0.9784,1,0.0671,7,148590928
"6883","MRPL36",0.9783,1,0.0671,5,1798625
"6884","GPIHBP1",0.9783,1,0.0671,8,143213280
"6885","KLRC3",0.9783,1,0.0671,12,10415643
"6886","MCHR1",0.9783,1,0.0671,22,40679459
"6887","MRPS11",0.9782,1,0.0671,15,88467724
"6888","LMO7",0.9782,1,0.0671,13,75636657
"6889","C11orf54",0.9782,1,0.0671,11,93736690
"6890","GPRC6A",0.9781,1,0.0671,6,116792152
"6891","DNAJC21",0.9779,1,0.0671,5,34929884
"6892","RNF103",0.9779,1,0.0671,2,86603892
"6893","OR4K2",0.9779,1,0.0671,14,19876269
"6894","QSOX1",0.9779,1,0.0671,1,180154924
"6895","MAGEA10",0.9778,1,0.0671,NA,152134540
"6896","NDUFA5",0.9778,1,0.0671,7,123545642
"6897","SLC39A11",0.9778,1,0.0671,17,72647584
"6898","ATP5PD",0.9778,1,0.0671,17,75039030
"6899","RASSF7",0.9777,1,0.0671,11,561770
"6900","SLC29A3",0.9777,1,0.0671,10,71322775
"6901","THY1",0.9777,1,0.0671,11,119419324
"6902","IRAK1BP1",0.9777,1,0.0671,6,78867587
"6903","ZDHHC4",0.9777,1,0.0671,7,6580574
"6904","GRPEL1",0.9776,1,0.0671,4,7054057
"6905","LAT2",0.9776,1,0.0671,7,74215983
"6906","OR1S1",0.9776,1,0.0671,11,58214757
"6907","VRK3",0.9775,1,0.0671,19,49971846
"6908","TCEANC",0.9774,1,0.0671,NA,13662545
"6909","AC118549.1",0.9773,1,0.0671,1,77565677
"6910","SELENOO",0.9773,1,0.0671,22,50197443
"6911","USP50",0.9772,1,0.0671,15,50500785
"6912","UBXN6",0.9772,1,0.0671,19,4445530
"6913","SPDEF",0.9772,1,0.0671,6,34538275
"6914","MSMO1",0.977,1,0.0671,4,165333370
"6915","C3AR1",0.977,1,0.0671,12,8058796
"6916","PSMD12",0.977,1,0.0671,17,67340863
"6917","TMEM150B",0.977,1,0.0671,19,55312960
"6918","CLPSL2",0.9769,1,0.0671,6,35776637
"6919","C15orf40",0.9769,1,0.0671,15,82990641
"6920","ACOT9",0.9767,1,0.0671,NA,23703928
"6921","LDB3",0.9766,1,0.0671,10,86668702
"6922","TAS2R60",0.9765,1,0.0671,7,143443470
"6923","VAMP8",0.9765,1,0.0671,2,85579092
"6924","WDR34",0.9764,1,0.0671,9,128630314
"6925","PNLIPRP1",0.9764,1,0.0671,10,116590995
"6926","CLECL1",0.9763,1,0.0671,12,9722727
"6927","PMP2",0.9762,1,0.0671,8,81443432
"6928","ADTRP",0.976,1,0.0671,6,11714491
"6929","C16orf74",0.9759,1,0.0671,16,85708022
"6930","CCDC142",0.9758,1,0.0671,2,74474556
"6931","CCDC185",0.9758,1,0.0671,1,223393488
"6932","CCL1",0.9757,1,0.0671,17,34357590
"6933","AC007846.2",0.9756,1,0.0671,17,6080668
"6934","TPTE2",0.9755,1,0.0671,13,19423111
"6935","APOD",0.9754,1,0.0671,3,195568911
"6936","COL19A1",0.9753,1,0.0671,6,69879580
"6937","LCNL1",0.9753,1,0.0671,9,136983587
"6938","BAAT",0.9753,1,0.0671,9,101359706
"6939","NSL1",0.9752,1,0.0671,1,212738428
"6940","NUDT11",0.9752,1,0.0671,NA,51495955
"6941","NEK7",0.9751,1,0.0671,1,198232602
"6942","HS6ST3",0.9751,1,0.0671,13,96090929
"6943","POFUT1",0.9751,1,0.0671,20,32210091
"6944","GUCA1B",0.9751,1,0.0671,6,42184834
"6945","TGOLN2",0.975,1,0.0671,2,85322677
"6946","IFNA16",0.975,1,0.0671,9,21216737
"6947","IL17RD",0.975,1,0.0671,3,57096409
"6948","SLC7A13",0.975,1,0.0671,8,86214433
"6949","SLC6A7",0.975,1,0.0671,5,150190335
"6950","FNDC7",0.975,1,0.0671,1,108712934
"6951","LAMC3",0.9749,1,0.0671,9,131009293
"6952","C8A",0.9747,1,0.0671,1,56854907
"6953","CLEC2L",0.9747,1,0.0671,7,139536306
"6954","DIRC1",0.9747,1,0.0671,2,188734617
"6955","RPS19BP1",0.9746,1,0.0671,22,39529556
"6956","IFNAR2",0.9746,1,0.0671,21,33241899
"6957","RAB1A",0.9746,1,0.0671,2,65088545
"6958","OR2G2",0.9746,1,0.0671,1,247588382
"6959","UEVLD",0.9745,1,0.0671,11,18532374
"6960","UIMC1",0.9745,1,0.0671,5,176905361
"6961","NUDT9",0.9744,1,0.0671,4,87422907
"6962","OR4L1",0.9743,1,0.0671,14,20060048
"6963","HAGHL",0.9742,1,0.0671,16,728139
"6964","DCAF8L2",0.9742,1,0.0671,NA,27746939
"6965","GGA1",0.9741,1,0.0671,22,37614199
"6966","GNAT3",0.9739,1,0.0671,7,80458698
"6967","TMEM165",0.9739,1,0.0671,4,55396229
"6968","CEP78",0.9738,1,0.0671,9,78236453
"6969","DEFB118",0.9738,1,0.0671,20,31368676
"6970","LIPM",0.9738,1,0.0671,10,88802946
"6971","VSTM2L",0.9737,1,0.0671,20,37903349
"6972","STN1",0.9737,1,0.0671,10,103882691
"6973","ANXA6",0.9736,1,0.0671,5,151100899
"6974","TMEM170A",0.9736,1,0.0671,16,75447577
"6975","TMEM168",0.9736,1,0.0671,7,112767241
"6976","GAMT",0.9735,1,0.0671,19,1398695
"6977","PON3",0.9735,1,0.0671,7,95359984
"6978","ABRAXAS1",0.9734,1,0.0671,4,83462485
"6979","CNR2",0.9733,1,0.0671,1,23874558
"6980","CLDN6",0.9733,1,0.0671,16,3015360
"6981","HLA-DOB",0.9733,1,0.0671,6,32813229
"6982","KRT4",0.9732,1,0.0671,12,52807094
"6983","NUTF2",0.9731,1,0.0671,16,67868347
"6984","LGALS7B",0.9731,1,0.0671,19,38790808
"6985","RPL39",0.9731,1,0.0671,NA,119789983
"6986","SAA2",0.9731,1,0.0671,11,18245378
"6987","JAML",0.9731,1,0.0671,11,118194356
"6988","MRPL4",0.9729,1,0.0671,19,10252013
"6989","OR14I1",0.9728,1,0.0671,1,248681394
"6990","ZNF79",0.9728,1,0.0671,9,127428852
"6991","ZNF527",0.9727,1,0.0671,19,37374215
"6992","SPATA25",0.9727,1,0.0671,20,45886605
"6993","GCSAML",0.9726,1,0.0671,1,247549193
"6994","CENPH",0.9725,1,0.0671,5,69191802
"6995","SDHC",0.9725,1,0.0671,1,161314412
"6996","SERTAD1",0.9725,1,0.0671,19,40422858
"6997","RNF208",0.9724,1,0.0671,9,137220437
"6998","MTUS2",0.9723,1,0.0671,13,29024459
"6999","TAF1D",0.9723,1,0.0671,11,93736168
"7000","RAD9B",0.9722,1,0.0671,12,110499451
"7001","OR10A7",0.9722,1,0.0671,12,55221029
"7002","SYCE1L",0.9721,1,0.0671,16,77199473
"7003","MIER2",0.9721,1,0.0671,19,307171
"7004","DCK",0.9721,1,0.0671,4,70993834
"7005","CDH1",0.9721,1,0.0671,16,68738327
"7006","ATP13A4",0.972,1,0.0671,3,193402654
"7007","CLDN7",0.9718,1,0.0671,17,7257042
"7008","GABRP",0.9718,1,0.0671,5,170788616
"7009","MUM1L1",0.9718,1,0.0671,NA,106205452
"7010","TCP11L2",0.9717,1,0.0671,12,106311089
"7011","SLURP2",0.9715,1,0.0671,8,142764477
"7012","GPR83",0.9715,1,0.0671,11,94380159
"7013","ATF5",0.9715,1,0.0671,19,49930930
"7014","ZNF10",0.9715,1,0.0671,12,133144523
"7015","SLITRK6",0.9715,1,0.0671,13,85793995
"7016","ARL13B",0.9713,1,0.0671,3,93980428
"7017","RLN2",0.9712,1,0.0671,9,5300138
"7018","TMEM14C",0.9712,1,0.0671,6,10724632
"7019","S100A13",0.9711,1,0.0671,1,153618931
"7020","PRRC1",0.9711,1,0.0671,5,127523493
"7021","SNX18",0.9711,1,0.0671,5,54518128
"7022","IDO1",0.9709,1,0.0671,8,39913889
"7023","TCTN2",0.9708,1,0.0671,12,123671239
"7024","SLC34A1",0.9708,1,0.0671,5,177385766
"7025","PTTG2",0.9707,1,0.0671,4,37960435
"7026","ZNF654",0.9706,1,0.0671,3,88059330
"7027","MAB21L3",0.9705,1,0.0671,1,116112409
"7028","SMYD2",0.9705,1,0.0671,1,214281286
"7029","FRA10AC1",0.9705,1,0.0671,10,93670828
"7030","UBE2K",0.9705,1,0.0671,4,39737450
"7031","FAM49B",0.9705,1,0.0671,8,129846841
"7032","MIB2",0.9705,1,0.0671,1,1615461
"7033","MAGEB1",0.9704,1,0.0671,NA,30250495
"7034","RTL3",0.9704,1,0.0671,NA,78657003
"7035","RNF7",0.9704,1,0.0671,3,141738370
"7036","ZNF141",0.9703,1,0.0671,4,343809
"7037","RPP40",0.9702,1,0.0671,6,4995092
"7038","OR8G1",0.9701,1,0.0671,11,124249730
"7039","BUB1B-PAK6",0.9701,1,0.0671,15,40240624
"7040","TAS2R31",0.9701,1,0.0671,12,11030448
"7041","IL15",0.9701,1,0.0671,4,141719380
"7042","KRTAP10-5",0.97,1,0.0671,21,44579776
"7043","SLFN5",0.97,1,0.0671,17,35258691
"7044","HIBADH",0.9699,1,0.0671,7,27526224
"7045","AZGP1",0.9699,1,0.0671,7,99967015
"7046","MRPL22",0.9699,1,0.0671,5,154941127
"7047","HMGN4",0.9698,1,0.0671,6,26545286
"7048","IFT88",0.9697,1,0.0671,13,20567984
"7049","CHRNE",0.9695,1,0.0671,17,4898792
"7050","CASQ2",0.9695,1,0.0671,1,115701354
"7051","TAS2R10",0.9695,1,0.0671,12,10825356
"7052","TMEM156",0.9694,1,0.0671,4,38971032
"7053","SLC7A3",0.9694,1,0.0671,NA,70925839
"7054","CD101",0.9694,1,0.0671,1,117001825
"7055","BTNL8",0.9694,1,0.0671,5,180899326
"7056","UFSP2",0.9693,1,0.0671,4,185396832
"7057","CCDC138",0.9692,1,0.0671,2,108786855
"7058","CD302",0.9692,1,0.0671,2,159771856
"7059","OR5T3",0.9692,1,0.0671,11,56252202
"7060","S100A7",0.9692,1,0.0671,1,153457809
"7061","OR2Z1",0.9692,1,0.0671,19,8731029
"7062","LIN54",0.9691,1,0.0671,4,82928112
"7063","KRTAP19-2",0.969,1,0.0671,21,30487204
"7064","CD34",0.9689,1,0.0671,1,207887741
"7065","KRTAP6-3",0.9688,1,0.0671,21,30592495
"7066","EEF2KMT",0.9687,1,0.0671,16,5085643
"7067","KPNA2",0.9686,1,0.0671,17,68037170
"7068","EVC",0.9685,1,0.0671,4,5719289
"7069","SDHAF4",0.9685,1,0.0671,6,70566947
"7070","LRRC1",0.9685,1,0.0671,6,53795295
"7071","CALY",0.9685,1,0.0671,10,133326066
"7072","WFIKKN1",0.9684,1,0.0671,16,626125
"7073","ZNF45",0.9683,1,0.0671,19,43913392
"7074","SLC25A20",0.9683,1,0.0671,3,48857744
"7075","TRAPPC8",0.9682,1,0.0671,18,31830766
"7076","UBL4B",0.9682,1,0.0671,1,110112567
"7077","SELENOH",0.9682,1,0.0671,11,57741618
"7078","VPREB3",0.9682,1,0.0671,22,23752895
"7079","OPA1",0.968,1,0.0671,3,193593378
"7080","MS4A12",0.9679,1,0.0671,11,60497325
"7081","SERTAD4",0.9677,1,0.0671,1,210237998
"7082","DNAJC5B",0.9676,1,0.0671,8,66051575
"7083","CYP4F11",0.9676,1,0.0671,19,15913763
"7084","TDP2",0.9675,1,0.0671,6,24650804
"7085","CTU2",0.9675,1,0.0671,16,88706555
"7086","PRKACA",0.9675,1,0.0671,19,14088873
"7087","MRPS31",0.9675,1,0.0671,13,40729388
"7088","NSFL1C",0.9674,1,0.0671,20,1443766
"7089","RDM1",0.9674,1,0.0671,17,35918383
"7090","ZNF687",0.9673,1,0.0671,1,151281542
"7091","KRTAP10-10",0.9673,1,0.0671,21,44637433
"7092","TREML1",0.9673,1,0.0671,6,41149624
"7093","KLHL1",0.9672,1,0.0671,13,69701716
"7094","DCAF13",0.967,1,0.0671,8,103414993
"7095","MRFAP1L1",0.9669,1,0.0671,4,6709307
"7096","RGS13",0.9668,1,0.0671,1,192644345
"7097","FAM200A",0.9668,1,0.0671,7,99546728
"7098","SLC19A3",0.9668,1,0.0671,2,227686154
"7099","PJVK",0.9668,1,0.0671,2,178453410
"7100","RAPSN",0.9667,1,0.0671,11,47438000
"7101","PSMC1",0.9666,1,0.0671,14,90256599
"7102","SIL1",0.9665,1,0.0671,5,138947145
"7103","ACTR6",0.9664,1,0.0671,12,100199139
"7104","NDUFB3",0.9664,1,0.0671,2,201078882
"7105","PILRB",0.9664,1,0.0671,7,100352477
"7106","FOPNL",0.9663,1,0.0671,16,15867494
"7107","CHMP1B",0.9662,1,0.0671,18,11851513
"7108","OR5K1",0.9662,1,0.0671,3,98469578
"7109","EXOSC8",0.9661,1,0.0671,13,37000818
"7110","MFHAS1",0.9661,1,0.0671,8,8797392
"7111","SFXN2",0.966,1,0.0671,10,102726611
"7112","HSF1",0.966,1,0.0671,8,144309518
"7113","ANKRD42",0.9659,1,0.0671,11,83194730
"7114","GBP1",0.9658,1,0.0671,1,89053377
"7115","FIGLA",0.9657,1,0.0671,2,70777656
"7116","KRT80",0.9657,1,0.0671,12,52171414
"7117","ZSCAN5C",0.9656,1,0.0671,19,56205913
"7118","OR8D1",0.9656,1,0.0671,11,124309853
"7119","ZNF879",0.9655,1,0.0671,5,179025023
"7120","IDNK",0.9654,1,0.0671,9,83623171
"7121","SPZ1",0.9653,1,0.0671,5,80320240
"7122","C5orf49",0.9653,1,0.0671,5,7831935
"7123","JMJD7",0.9652,1,0.0671,15,41836785
"7124","PTCD3",0.9652,1,0.0671,2,86105778
"7125","SLC26A6",0.9651,1,0.0671,3,48625997
"7126","IL3",0.965,1,0.0671,5,132060706
"7127","ADA",0.9649,1,0.0671,20,44620344
"7128","TAMM41",0.9649,1,0.0671,3,11790562
"7129","CYP8B1",0.9649,1,0.0671,3,42874330
"7130","SRPK3",0.9649,1,0.0671,NA,153776883
"7131","SLC36A4",0.9648,1,0.0671,11,93148539
"7132","AP1G2",0.9647,1,0.0671,14,23559766
"7133","FAM133A",0.9646,1,0.0671,NA,93673305
"7134","MAGED2",0.9644,1,0.0671,NA,54809804
"7135","HSD17B10",0.9644,1,0.0671,NA,53426394
"7136","CHRAC1",0.9644,1,0.0671,8,140511552
"7137","SERPINA7",0.9642,1,0.0671,NA,106033504
"7138","TAS2R41",0.9642,1,0.0671,7,143477882
"7139","POLR1E",0.9642,1,0.0671,9,37486112
"7140","OR5M10",0.9642,1,0.0671,11,56576784
"7141","ODF2L",0.9639,1,0.0671,1,86348761
"7142","CDC45",0.9639,1,0.0671,22,19479987
"7143","GAPT",0.9639,1,0.0671,5,58494565
"7144","PFN4",0.9636,1,0.0671,2,24115585
"7145","STRC",0.9633,1,0.0671,15,43599999
"7146","DDIAS",0.9632,1,0.0671,11,82914728
"7147","CHAC1",0.9632,1,0.0671,15,40953460
"7148","HMCES",0.9632,1,0.0671,3,129279776
"7149","ENO3",0.9632,1,0.0671,17,4951840
"7150","FAM217A",0.9632,1,0.0671,6,4068712
"7151","CSF1",0.963,1,0.0671,1,109910379
"7152","RNF166",0.9629,1,0.0671,16,88696558
"7153","KIF4A",0.9627,1,0.0671,NA,70302312
"7154","TMEM198",0.9627,1,0.0671,2,219544743
"7155","RHOB",0.9627,1,0.0671,2,20447638
"7156","LRIG1",0.9625,1,0.0671,3,66377682
"7157","MYL4",0.9625,1,0.0671,17,47209155
"7158","NR0B1",0.9624,1,0.0671,NA,30304582
"7159","ENTPD5",0.9623,1,0.0671,14,73966968
"7160","TRMT6",0.9622,1,0.0671,20,5938557
"7161","PXMP2",0.9622,1,0.0671,12,132690294
"7162","SLC47A2",0.9621,1,0.0671,17,19675494
"7163","ENG",0.9619,1,0.0671,9,127810026
"7164","CTPS2",0.9618,1,0.0671,NA,16590859
"7165","RNF181",0.9618,1,0.0671,2,85591718
"7166","INSYN2",0.9618,1,0.0671,10,127137935
"7167","PPIL6",0.9617,1,0.0671,6,109392843
"7168","VNN3",0.9616,1,0.0671,6,132724966
"7169","BFSP2",0.9616,1,0.0671,3,133395857
"7170","SMIM12",0.9616,1,0.0671,1,34855730
"7171","RETNLB",0.9612,1,0.0671,3,108755779
"7172","GIMAP4",0.9612,1,0.0671,7,150569908
"7173","TNIP3",0.961,1,0.0671,4,121132632
"7174","ID3",0.9608,1,0.0671,1,23558937
"7175","STH",0.9608,1,0.0671,17,45999298
"7176","ZNF799",0.9607,1,0.0671,19,12390506
"7177","CALML4",0.9607,1,0.0671,15,68194025
"7178","TBC1D10C",0.9605,1,0.0671,11,67404275
"7179","PAPOLB",0.9605,1,0.0671,7,4859908
"7180","ANO5",0.9604,1,0.0671,11,22193496
"7181","TAS2R9",0.9604,1,0.0671,12,10809142
"7182","CBX2",0.9603,1,0.0671,17,79781722
"7183","SEC23A",0.9602,1,0.0671,14,39033285
"7184","BCL2L13",0.9602,1,0.0671,22,17683229
"7185","PIGO",0.9601,1,0.0671,9,35089184
"7186","TMEM192",0.9601,1,0.0671,4,165079659
"7187","TBC1D7",0.96,1,0.0671,6,13305062
"7188","NGB",0.96,1,0.0671,14,77266574
"7189","HOOK1",0.96,1,0.0671,1,59815134
"7190","GALNT5",0.9599,1,0.0671,2,157258091
"7191","TSPAN32",0.9598,1,0.0671,11,2300515
"7192","CCL26",0.9597,1,0.0671,7,75769706
"7193","TRMT10B",0.9597,1,0.0671,9,37761956
"7194","ARPP21",0.9597,1,0.0671,3,35681785
"7195","INHBE",0.9596,1,0.0671,12,57455541
"7196","OTUD6A",0.9596,1,0.0671,NA,70062718
"7197","CAPN8",0.9596,1,0.0671,1,223538040
"7198","CRP",0.9595,1,0.0671,1,159713557
"7199","LRRC19",0.9595,1,0.0671,9,26990203
"7200","GNRHR",0.9594,1,0.0671,4,67740595
"7201","MIEF2",0.9593,1,0.0671,17,18261140
"7202","ISPD",0.9593,1,0.0671,7,16091700
"7203","IGFALS",0.9593,1,0.0671,16,1790625
"7204","DNLZ",0.9591,1,0.0671,9,136362016
"7205","AADACL4",0.9591,1,0.0671,1,12644588
"7206","IL6",0.9591,1,0.0671,7,22727272
"7207","CRISP1",0.9589,1,0.0671,6,49835320
"7208","PCDHGB6",0.9589,1,0.0671,5,141408231
"7209","CDHR4",0.9587,1,0.0671,3,49790882
"7210","GRXCR1",0.9586,1,0.0671,4,42893266
"7211","ZNF550",0.9586,1,0.0671,19,57546983
"7212","FTSJ1",0.9585,1,0.0671,NA,48477963
"7213","MT1B",0.9583,1,0.0671,16,56648824
"7214","SHISA3",0.9582,1,0.0671,4,42398095
"7215","DNAJB7",0.9581,1,0.0671,22,40861065
"7216","OR1J1",0.9581,1,0.0671,9,122476969
"7217","FSTL1",0.9581,1,0.0671,3,120396980
"7218","C5orf51",0.9581,1,0.0671,5,41904368
"7219","CALML3",0.9581,1,0.0671,10,5525084
"7220","OR5K3",0.958,1,0.0671,3,98390666
"7221","TRIM47",0.958,1,0.0671,17,75874469
"7222","SEPT7",0.958,1,0.0671,7,35801214
"7223","RCN1",0.9579,1,0.0671,11,32091242
"7224","C15orf53",0.9578,1,0.0671,15,38696614
"7225","RFC5",0.9576,1,0.0671,12,118016843
"7226","ASPA",0.9576,1,0.0671,17,3476169
"7227","LCE4A",0.9575,1,0.0671,1,152709084
"7228","ABCF3",0.9574,1,0.0671,3,184186236
"7229","OR2AT4",0.9573,1,0.0671,11,75088773
"7230","PCDHA9",0.9573,1,0.0671,5,140848602
"7231","CD9",0.9572,1,0.0671,12,6200422
"7232","RHBDL2",0.9569,1,0.0671,1,38886599
"7233","APOA4",0.9568,1,0.0671,11,116820880
"7234","OPRM1",0.9568,1,0.0671,6,154010530
"7235","UTP14A",0.9567,1,0.0671,NA,129906234
"7236","KRTAP1-5",0.9566,1,0.0671,17,41026689
"7237","SEMG1",0.9565,1,0.0671,20,45207054
"7238","NSDHL",0.9561,1,0.0671,NA,152828533
"7239","ATP8B4",0.9561,1,0.0671,15,49860201
"7240","GAGE10",0.956,1,0.0671,NA,49301365
"7241","PIGM",0.956,1,0.0671,1,160030547
"7242","IQCJ-SCHIP1",0.9559,1,0.0671,3,159764530
"7243","SPICE1",0.9558,1,0.0671,3,113445323
"7244","LRR1",0.9556,1,0.0671,14,49599048
"7245","KIAA1217",0.9556,1,0.0671,10,24209218
"7246","FIBP",0.9555,1,0.0671,11,65883981
"7247","TMEM18",0.9555,1,0.0671,2,669596
"7248","TEX13B",0.9555,1,0.0671,NA,107981139
"7249","CASP1",0.9555,1,0.0671,11,105026263
"7250","TMTC3",0.9555,1,0.0671,12,88140955
"7251","BHMG1",0.9553,1,0.0671,19,45735441
"7252","SPHK1",0.9553,1,0.0671,17,76383877
"7253","MDP1",0.9551,1,0.0671,14,24210649
"7254","CRTAP",0.955,1,0.0671,3,33114126
"7255","OR2V2",0.955,1,0.0671,5,181154944
"7256","M1AP",0.9548,1,0.0671,2,74558733
"7257","DDI2",0.9548,1,0.0671,1,15626672
"7258","ZNF391",0.9546,1,0.0671,6,27389076
"7259","RAB11A",0.9546,1,0.0671,15,65879728
"7260","DYNLL2",0.9546,1,0.0671,17,58087180
"7261","ANGPTL8",0.9546,1,0.0671,19,11239650
"7262","CA5A",0.9545,1,0.0671,16,87888166
"7263","TANGO2",0.9544,1,0.0671,22,20036830
"7264","RGS2",0.9544,1,0.0671,1,192809071
"7265","OR52B4",0.9544,1,0.0671,11,4367370
"7266","TSSK3",0.9543,1,0.0671,1,32362724
"7267","ATP6V1C2",0.9542,1,0.0671,2,10722848
"7268","OR14A16",0.9542,1,0.0671,1,247814810
"7269","LRTOMT",0.9541,1,0.0671,11,72104970
"7270","PHPT1",0.9541,1,0.0671,9,136849430
"7271","AMY1C",0.9539,1,0.0671,1,103754780
"7272","EMC6",0.9539,1,0.0671,17,3669283
"7273","ANKRD53",0.9539,1,0.0671,2,70978665
"7274","MTX3",0.9538,1,0.0671,5,79982395
"7275","TJAP1",0.9537,1,0.0671,6,43498980
"7276","SLC16A4",0.9537,1,0.0671,1,110363784
"7277","WRAP73",0.9534,1,0.0671,1,3625895
"7278","IFRD2",0.9534,1,0.0671,3,50288207
"7279","ZNF630",0.9533,1,0.0671,NA,48057327
"7280","LHB",0.9533,1,0.0671,19,49016079
"7281","SLX4",0.9532,1,0.0671,16,3577145
"7282","PTCHD3",0.9532,1,0.0671,10,27398088
"7283","KMT2E",0.9531,1,0.0671,7,105062174
"7284","SMOC2",0.9531,1,0.0671,6,168509963
"7285","ITLN2",0.9531,1,0.0671,1,160945144
"7286","RTL5",0.9531,1,0.0671,NA,72129850
"7287","TRAFD1",0.953,1,0.0671,12,112130554
"7288","MTIF3",0.953,1,0.0671,13,27434801
"7289","SPRR3",0.9528,1,0.0671,1,153003019
"7290","HSPB1",0.9527,1,0.0671,7,76302714
"7291","OR5L2",0.9525,1,0.0671,11,55827219
"7292","BCOR",0.9522,1,0.0671,NA,40049942
"7293","SELENOS",0.9521,1,0.0671,15,101272762
"7294","PDIA2",0.952,1,0.0671,16,281742
"7295","CAMK2N2",0.952,1,0.0671,3,184261119
"7296","PTCH2",0.952,1,0.0671,1,44820712
"7297","STEAP3",0.9518,1,0.0671,2,119231012
"7298","KIAA0753",0.9518,1,0.0671,17,6579788
"7299","C12orf54",0.9517,1,0.0671,12,48483314
"7300","LCE2B",0.9517,1,0.0671,1,152686850
"7301","PROSER1",0.9517,1,0.0671,13,39011387
"7302","ZNF732",0.9516,1,0.0671,4,271152
"7303","OSGIN1",0.9516,1,0.0671,16,83948811
"7304","KPNA6",0.9516,1,0.0671,1,32154694
"7305","IQCD",0.9514,1,0.0671,12,113195586
"7306","CDH5",0.9514,1,0.0671,16,66379340
"7307","CCDC50",0.9512,1,0.0671,3,191329702
"7308","MTRF1",0.9511,1,0.0671,13,41217138
"7309","RCBTB2",0.9511,1,0.0671,13,48490131
"7310","RTL10",0.9511,1,0.0671,22,19851207
"7311","HIST1H2AH",0.951,1,0.0671,6,27147131
"7312","ZBTB49",0.951,1,0.0671,4,4299928
"7313","S100A6",0.9508,1,0.0671,1,153534700
"7314","OR8B4",0.9507,1,0.0671,11,124423947
"7315","ZNF75D",0.9507,1,0.0671,NA,135287144
"7316","MAP3K19",0.9507,1,0.0671,2,134964916
"7317","LY6G6F",0.9506,1,0.0671,6,31702135
"7318","CDH16",0.9502,1,0.0671,16,66908403
"7319","TREM2",0.9501,1,0.0671,6,41153753
