,LoF_pvalue,LoF.Missense_pvalue,fisher_combine_pvalue,LoF_ACAT_pvalue,Missense_ACAT_pvalue
TUBAL3,1,1,1,1,0.977272727
NET1,0.5,0.5,0.84657359,0.5,0.975
CALML3,1,1,1,1,0.888888889
ZWINT,1,1,1,NA,0.962962963
ASB13,0.278598547,0.278598547,0.634642875,0.278598547,0.967741935
FAM208B,1,1,1,NA,0.994413408
GDI2,1,1,1,NA,0.928571429
IPMK,1,1,1,NA,0.96
CISD1,1,1,1,NA,1
UBE2D1,1,1,1,NA,0.5
TFAM,1,0.5,0.84657359,NA,0.916666667
BICC1,1,1,1,1,0.984375
ANKRD16,0.890625,0.890625,0.993787711,0.75,0.96969697
PHYHIPL,1,1,1,NA,0.875
FAM13C,0.75,0.75,0.965761554,0.5,0.973684211
IL15RA,1,1,1,1,0.958333333
SLC16A9,1,1,1,NA,0.96
CCDC6,1,0.6875,0.945101746,NA,0.923076923
ANK3,1,1,1,NA,0.996078431
IL2RA,1,1,1,NA,0.95
CDK1,1,0.885259493,0.99315002,NA,0.8
RHOBTB1,0.5,0.759658813,0.795670045,0.602632907,0.97826087
RBM17,1,1,1,NA,0.888888889
TMEM26,1,1,1,NA,0.967741935
ARID5B,1,0.7734375,0.972141648,NA,0.985074627
PFKFB3,1,1,1,NA,0.971428571
RTKN2,0.338819742,0.338819742,0.70551996,0.875,0.980392157
ZNF365,1,1,1,NA,0.970588235
ADO,1,1,1,NA,0.8
EGR2,1,1,1,NA,0.96
NRBF2,0.5,0.5,0.84657359,0.5,0.833333333
JMJD1C,1,0.401809692,0.76817041,NA,0.994011976
REEP3,1,1,1,NA,0.941176471
PRKCQ,1,1,1,1,0.975609756
CTNNA3,0.846271873,0.846271873,0.987527011,0.833333333,0.989473684
LRRTM3,1,1,1,NA,0.96
DNAJC12,0.163469791,0.163469791,0.459534355,0.666666667,0.944444444
SIRT1,1,1,1,NA,0.96875
HERC4,1,0.75,0.965761554,NA,0.96875
MYPN,1,1,1,NA,0.990654206
ATOH7,1,0.5,0.84657359,NA,0.909090909
PBLD,0.916465759,0.916465759,0.996409592,0.8,0.962962963
HNRNPH3,1,1,1,NA,0.928571429
RUFY2,1,1,1,NA,0.958333333
DNA2,0.890625,0.890625,0.993787711,0.75,0.985507246
SLC25A16,0.125,0.125,0.384930193,0.352416382,0.96
TET1,1,1,1,NA,0.992753623
CCAR1,1,0.5,0.84657359,NA,0.974358974
STOX1,1,1,1,NA,0.982758621
DDX50,0.75,0.75,0.965761554,0.5,0.965517241
DDX21,1,1,1,NA,0.972972973
SRGN,1,1,1,NA,0.909090909
VPS26A,1,1,1,1,0.923076923
SUPV3L1,0.5,0.5,0.84657359,0.5,0.98245614
HKDC1,0.028686523,0.028686523,0.130561773,0.857142857,0.989583333
HK1,1,0.96875,0.999506551,NA,0.976190476
TACR2,0.833847046,0.833847046,0.985361467,0.814032682,0.976190476
TSPAN15,1,1,1,NA,0.954545455
NEUROG3,1,1,1,NA,0.923076923
COL13A1,0.819202696,0.674206086,0.688927549,0.800790293,0.986486486
H2AFY2,1,0.109375,0.351418915,NA,0.956521739
AIFM2,0.401809692,0.401809692,0.76817041,0.598783071,0.979166667
TYSND1,0.75,0.75,0.965761554,0.666666667,NA
SAR1A,1,1,1,NA,0.8
PPA1,0.193847656,0.193847656,0.511890153,0.193847656,0.421608587
NPFFR1,0.059234619,0.094623566,0.165110419,0.16719692,0.972222222
LRRC20,0.788024902,0.788024902,0.975752598,0.87947841,0.958333333
EIF4EBP2,1,1,1,NA,0.8
NODAL,1,1,1,NA,0.941176471
PALD1,0.875,0.875,0.991839969,0.666666667,0.988764045
PRF1,1,1,1,NA,0.983606557
ADAMTS14,0.072998047,0.072998047,0.264057484,0.346707212,0.993548387
TBATA,0.875,0.875,0.991839969,0.5,0.976190476
SGPL1,1,1,1,0.5,0.961538462
PCBD1,0.971313477,0.971313477,0.99958455,0.941663744,0.875
UNC5B,0.738266468,0.738266468,0.962293761,0.8,0.990990991
SLC29A3,1,1,1,NA,0.979591837
SFMBT2,1,1,1,NA,0.987341772
CDH23,0.5,0.5,0.84657359,0.5,0.988888889
PSAP,1,1,1,NA,0.983606557
CHST3,1,1,1,NA,0.970588235
SPOCK2,1,1,1,NA,0.97826087
ASCC1,0.5,0.5,0.84657359,0.875,0.933333333
ANAPC16,1,1,1,NA,0.888888889
DDIT4,1,1,1,NA,0.944444444
DNAJB12,1,1,1,NA,0.972972973
MICU1,0.875,0.875,0.991839969,0.5,0.961538462
MCU,1,1,1,NA,0.956521739
OIT3,1,1,1,0.5,0.98245614
PLA2G12B,1,1,1,NA,0.9375
P4HA1,1,1,1,1,0.956521739
NUDT13,0.827535775,0.827535775,0.98419073,0.8,0.961538462
ECD,0.323802948,0.323802948,0.688929671,0.666666667,0.980769231
FAM149B1,0.08984375,0.08984375,0.306338728,0.447314483,NA
DNAJC9,1,1,1,NA,0.666666667
MRPS16,0.6875,0.6875,0.945101746,0.5,0.916666667
ANXA7,0.083534241,0.083534241,0.290907882,0.199088229,0.977777778
MSS51,0.63671875,0.63671875,0.92415094,0.765657069,0.98
PPP3CB,1,0.875,0.991839969,NA,0.888888889
USP54,1,1,1,NA,0.99009901
MYOZ1,0.875,0.875,0.991839969,0.875,0.966666667
SYNPO2L,1,1,1,1,0.982142857
AGAP5,0.5,0.5,0.84657359,0.5,NA
SEC24C,1,1,1,NA,0.988764045
FUT11,0.85546875,0.85546875,0.989012311,0.75,0.972972973
CHCHD1,1,1,1,1,0.833333333
ZSWIM8,1,0.442716749,0.803453471,NA,0.987179487
NDST2,1,1,1,1,0.9875
CAMK2G,1,0.2265625,0.562947645,NA,0.947368421
C10orf55,1,1,1,NA,0.875
PLAU,0.63671875,0.63671875,0.92415094,0.666666667,0.975
VCL,0.3125,0.819202696,0.644192557,0.5,0.985074627
AP3M1,1,1,1,NA,0.952380952
ADK,1,1,1,NA,0.9375
KAT6B,1,0.856860638,0.98922846,NA,0.992248062
DUPD1,0.5,0.5,0.84657359,0.666666667,0.965517241
DUSP13,0.9375,0.9375,0.998004864,0.5,0.96875
SAMD8,1,1,1,NA,0.9
VDAC2,1,1,1,NA,0.833333333
COMTD1,0.875,0.875,0.991839969,0.5,0.947368421
ZNF503,1,1,1,NA,0.977272727
ITIH5,0.240341187,0.240341187,0.582994596,0.857142857,0.990909091
KCNMA1,1,0.5,0.84657359,NA,0.96969697
ITIH2,0.441497956,0.441497956,0.802458689,0.465169853,0.988235294
KIN,0.3125,0.3125,0.675984628,0.666666667,0.964285714
DLG5,1,1,1,NA,0.993710692
POLR3A,0.910217285,0.910217285,0.995843185,0.888888889,0.986111111
RPS24,1,1,1,NA,0.9375
TAF3,1,1,1,NA,0.975609756
ZMIZ1,1,0.010742188,0.059442717,NA,0.981132075
PPIF,0.193847656,0.193847656,0.511890153,0.34375,0.9375
ZCCHC24,1,0.561192836,0.885388716,NA,0.888888889
EIF5AL1,1,1,1,1,NA
SFTPA2,1,1,1,NA,0.5
SFTPA1,0.75,0.75,0.965761554,0.75,0.352704625
SFTPD,1,1,1,1,0.962962963
TMEM254,0.5,0.5,0.84657359,0.5,0.933333333
PLAC9,1,1,1,NA,0.875
ANXA11,0.290527344,0.290527344,0.649635869,0.8,0.981818182
MAT1A,0.5,0.5,0.84657359,0.5,0.947368421
DYDC1,0.5,0.5,0.84657359,0.647583618,0.923076923
DYDC2,0.5,0.5,0.84657359,0.5,0.9
TSPAN14,1,1,1,NA,0.9
SH2D4B,0.8125,0.8125,0.981206984,0.5,0.979166667
GATA3,1,1,1,NA,0.923076923
LARP4B,1,0.419409871,0.783837887,NA,0.982758621
NRG3,0.34375,0.34375,0.710820217,0.34375,0.98
GHITM,0.376953125,0.376953125,0.744721575,0.415766303,0.96875
C10orf99,1,1,1,NA,0.888888889
CDHR1,0.961593628,0.961593628,0.999252848,0.909090909,0.990825688
LRIT2,0.5,0.5,0.84657359,0.5,0.985714286
LRIT1,0.910217285,0.910217285,0.995843185,0.833333333,0.981481481
RGR,0.875,0.875,0.991839969,0.5,0.970588235
CCSER2,1,1,1,NA,0.984126984
GRID1,1,1,1,NA,0.985915493
OPN4,0.5,0.5,0.84657359,0.5,0.983870968
LDB3,1,1,1,NA,0.987012987
BMPR1A,1,1,1,NA,0.75
MMRN2,0.36328125,0.25390625,0.491469604,0.5,0.985294118
SNCG,1,1,1,NA,0.944444444
ADIRF,0.5,0.5,0.84657359,0.5,0.213853151
GLUD1,1,1,1,NA,0.857142857
NUTM2D,1,0.7734375,0.972141648,NA,0.5
MINPP1,1,1,1,NA,0.967741935
PAPSS2,1,1,1,1,0.980392157
ATAD1,0.75,0.75,0.965761554,0.75,0.928571429
PTEN,1,1,1,NA,0.909576444
RNLS,0.868412018,0.868412018,0.990935403,0.902057781,0.966666667
LIPJ,0.5,0.5,0.84657359,0.5,0.96
LIPF,0.74609375,0.74609375,0.964627606,0.87947841,0.941176471
LIPK,0.2265625,0.2265625,0.562947645,0.75,0.974358974
LIPN,0.828125,0.828125,0.984302062,0.666666667,0.96969697
LIPM,0.211975098,0.211975098,0.5408092,0.489367035,0.958333333
ANKRD22,0.5,0.5,0.84657359,0.5,0.944444444
STAMBPL1,1,1,1,NA,0.965517241
ACTA2,1,0.5,0.84657359,NA,0.875
FAS,1,1,1,NA,0.9375
CH25H,1,1,1,NA,0.95
LIPA,0.75,0.75,0.965761554,0.75,0.965517241
IFIT2,1,1,1,NA,0.967741935
IFIT3,1,1,1,NA,0.970588235
IFIT1B,1,1,1,NA,0.972972973
IFIT1,1,1,1,NA,0.961538462
IFIT5,1,1,1,NA,0.974358974
SLC16A12,1,1,1,NA,0.970588235
PANK1,0.5,0.25,0.59657359,0.5,0.964285714
KIF20B,0.991663076,0.991663076,0.999965151,0.888888889,0.993506494
HTR7,1,1,1,NA,0.958333333
RPP30,0.75,0.75,0.965761554,0.5,0.956521739
ANKRD1,0.0078125,0.0078125,0.045718986,0.275097075,0.964285714
PCGF5,1,1,1,NA,0.5
HECTD2,1,1,1,NA,0.962962963
PPP1R3C,0.5,0.5,0.84657359,0.5,0.962962963
TNKS2,0.5,0.25,0.59657359,0.5,0.976744186
BTAF1,1,0.5,0.84657359,NA,0.985714286
CPEB3,1,0.75,0.965761554,NA,0.954545455
5-Mar,1,1,1,NA,0.8
IDE,1,1,1,1,0.982758621
KIF11,1,0.890625,0.993787711,NA,0.98
HHEX,1,1,1,NA,0.941176471
EXOC6,1,1,1,0.5,0.980769231
CYP26C1,0.5,0.991663076,0.845001756,0.5,0.973684211
CYP26A1,0.5,0.890625,0.84657359,0.647583618,0.966666667
MYOF,0.90101043,0.90101043,0.994930356,0.947368421,0.995024876
CEP55,0.11328125,0.11328125,0.359994402,0.857142857,0.965517241
FFAR4,0.875,0.875,0.991839969,0.875,0.965517241
RBP4,1,1,1,NA,0.928571429
PDE6C,0.5,0.5,0.84657359,0.5,0.98245614
FRA10AC1,0.25,0.25,0.59657359,0.5,0.947368421
LGI1,1,1,1,NA,0.952380952
SLC35G1,0.91015625,0.91015625,0.995837441,0.91015625,0.973684211
PLCE1,0.890625,0.890625,0.993787711,0.8,0.993464052
NOC3L,0.85546875,0.85546875,0.989012311,0.666666667,0.977272727
TBC1D12,1,1,1,NA,0.976190476
HELLS,1,1,1,NA,0.967741935
CYP2C18,1,1,1,NA,0.972972973
CYP2C19,1,1,1,NA,0.975609756
CYP2C9,0.75,0.75,0.965761554,0.5,0.970588235
CYP2C8,0.569974967,0.569974967,0.890393711,0.75,0.977272727
PDLIM1,1,1,1,NA,0.958333333
SORBS1,0.875,0.875,0.991839969,0.875,0.990566038
ALDH18A1,0.75,0.7734375,0.911211501,0.5,0.980392157
TCTN3,0.6875,0.6875,0.945101746,0.666666667,0.976190476
ENTPD1,1,1,1,NA,0.962962963
CC2D2B,0.955785227,0.955785227,0.999007793,0.8,0.956521739
CCNJ,0.5,0.875,0.84657359,0.5,0.954545455
BLNK,1,1,1,NA,0.964285714
DNTT,0.866577148,0.866577148,0.990674583,0.8,0.977777778
OPALIN,1,1,1,1,0.650222507
TLL2,0.123894282,0.123894282,0.382626011,0.9,0.99137931
TM9SF3,1,1,1,NA,0.9
PIK3AP1,1,1,1,NA,0.979591837
LCOR,1,1,1,NA,0.991735537
SLIT1,0.5,0.5,0.84657359,0.5,0.990990991
ARHGAP19,0.5,0.5,0.84657359,0.5,0.972222222
FRAT1,1,0.788024902,0.975752598,NA,0.909090909
FRAT2,1,0.5,0.84657359,NA,0.916666667
RRP12,0.34375,0.2265625,0.47454478,0.602416382,0.992125984
PGAM1,1,1,1,NA,1
EXOSC1,0.6875,0.6875,0.945101746,0.666666667,0.947368421
ZDHHC16,0.9375,0.9375,0.998004864,0.9375,0.96969697
MMS19,0.25,0.25,0.59657359,0.25,0.987341772
UBTD1,1,1,1,NA,0.961538462
ANKRD2,0.5,0.5,0.84657359,0.5,0.965517241
HOGA1,0.125,0.125,0.384930193,0.5,0.975609756
C10orf62,1,1,1,NA,0.956521739
MORN4,1,1,1,NA,0.909090909
PI4K2A,1,0.808344841,0.980333566,NA,0.923076923
AVPI1,0.833847046,0.833847046,0.985361467,0.5,0.95
ZFYVE27,0.875,0.875,0.991839969,0.5,0.970588235
SFRP5,1,1,1,0.5,0.961538462
GOLGA7B,1,1,1,NA,0.833333333
CRTAC1,1,1,1,NA,0.984848485
R3HCC1L,0.5,0.5,0.84657359,0.5,0.985294118
LOXL4,0.0625,0.0625,0.235786795,0.220218179,0.988235294
PYROXD2,0.714205906,0.714205906,0.954596168,0.833333333,0.985507246
HPS1,0.2265625,0.2265625,0.562947645,0.2265625,0.987341772
HPSE2,0.759658813,0.759658813,0.968478292,0.8,0.984848485
CNNM1,0.5,0.5,0.84657359,0.5,NA
GOT1,0.25,0.25,0.59657359,0.25,0.965517241
SLC25A28,0.5,0.125,0.384930193,0.5,0.909090909
ENTPD7,0.84474767,0.84474767,0.987271226,0.84474767,0.972222222
COX15,0.010635376,0.010635376,0.058957946,0.833333333,0.971428571
CUTC,0.804235847,0.804235847,0.979448849,0.666666667,0.944444444
ABCC2,0.154084116,0.154084116,0.442260954,0.941176471,0.99270073
DNMBP,1,1,1,1,0.991803279
CNTN5,0.25,0.25,0.59657359,0.5,0.988764045
SBF2,1,1,1,1,0.991525424
AP2A2,1,0.875,0.991839969,NA,0.980769231
ARHGAP42,1,1,1,1,NA
PGR,1,1,1,1,NA
MUC6,0.63583376,0.63583376,0.923750816,0.875,0.995283019
TRPC6,1,0.3125,0.675984628,NA,0.977272727
ANGPTL5,0.788024902,0.788024902,0.975752598,0.96858938,0.972222222
YAP1,0.649445981,0.649445981,0.929769997,0.649445981,0.9375
BIRC3,1,1,1,1,0.96875
BIRC2,0.96484375,0.96484375,0.999374647,0.96484375,0.977272727
TMEM123,1,1,1,NA,0.954545455
MMP7,0.623046875,0.623046875,0.917831237,0.623046875,0.96969697
MMP20,1,1,1,NA,0.977777778
MMP27,0.709472656,0.709472656,0.952987313,0.8,0.98
MMP8,0.083534241,0.083534241,0.290907882,0.857142857,0.976190476
MMP10,0.676197052,0.676197052,0.940773179,0.738751812,0.970588235
MMP1,0.859695141,0.859695141,0.989661651,0.857142857,0.980769231
MMP3,0.74609375,0.74609375,0.964627606,0.666666667,0.976190476
MMP13,0.25,0.25,0.59657359,0.5,0.973684211
ADM,1,1,1,NA,0.928571429
DCUN1D5,1,1,1,NA,0.833333333
DYNC2H1,0.395263672,0.395263672,0.762148287,0.9,0.996805112
PDGFD,0.91015625,0.91015625,0.995837441,0.91015625,0.96969697
DDI1,0.36328125,0.36328125,0.731131834,0.427211007,0.96875
AMPD3,0.03125,0.03125,0.139554247,0.12052159,0.986486486
CASP12,0.08984375,0.08984375,0.306338728,0.246156969,0.736858075
CASP4,0.74609375,0.74609375,0.964627606,0.5,0.966666667
CASP5,0.912267376,0.912267376,0.996033734,0.894445076,0.975
CASP1,1,1,1,1,0.958333333
CARD16,1,1,1,NA,0.9
CARD17,0.5,0.5,0.84657359,0.647583618,0.9
CARD18,1,1,1,NA,0.916666667
RNF141,1,1,1,NA,0.875
LYVE1,0.36328125,0.36328125,0.731131834,0.666666667,0.941176471
GRIA4,1,0.668188095,0.93759189,NA,0.971428571
MRVI1,0.5,0.5,0.84657359,0.5,0.988095238
MSANTD4,1,1,1,NA,0.956521739
KBTBD3,0.9375,0.9375,0.998004864,0.666666667,0.972222222
AASDHPPT,0.5,0.5,0.84657359,0.5,0.962962963
GUCY1A2,1,1,1,NA,0.96
CWF19L2,0.6875,0.6875,0.945101746,0.666666667,0.984375
ALKBH8,1,1,1,NA,0.980392157
CTR9,1,0.14453125,0.424092198,NA,0.978723404
ELMOD1,1,1,1,1,0.962962963
SLN,1,1,1,NA,0.698966352
SLC35F2,0.63671875,0.63671875,0.92415094,0.5,0.961538462
RAB39A,0.875,0.875,0.991839969,0.5,0.8
CUL5,1,0.96875,0.999506551,NA,0.9375
ACAT1,0.75,0.75,0.965761554,0.5,0.96
NPAT,1,1,1,NA,0.990384615
ATM,0.806152344,0.806152344,0.9798641,0.9,0.995535714
C11orf65,0.164216031,0.164216031,0.46088419,0.237962637,0.954545455
KDELC2,0.550461843,0.550461843,0.879086263,0.833333333,0.971428571
EXPH5,0.65625,0.65625,0.932671336,0.65625,0.993243243
ZBED5,1,1,1,1,NA
DDX10,0.8125,0.8125,0.981206984,0.5,0.979591837
C11orf87,1,1,1,NA,0.944444444
ZC3H12C,0.990394592,0.990394592,0.99995372,0.990394592,0.98
RDX,1,1,1,1,0.958333333
MUC2,0.75,0.75,0.965761554,0.75,0.933333333
FDX1,1,1,1,NA,0.1875
ARHGAP20,1,1,1,NA,0.987341772
C11orf53,1,1,1,NA,0.966666667
POU2AF1,1,1,1,NA,0.947368421
BTG4,1,1,1,NA,0.916666667
C11orf88,1,1,1,NA,0.933333333
LAYN,0.5,0.5,0.84657359,0.5,0.965517241
SIK2,1,0.951873779,0.998822895,NA,0.983050847
PPP2R1B,0.235439507,0.235439507,0.575955964,0.875,0.980392157
ALG9,1,1,1,1,0.962962963
FDXACB1,0.125,0.125,0.384930193,0.5,0.976190476
C11orf1,0.709472656,0.709472656,0.952987313,0.83308006,0.916666667
CRYAB,1,1,1,NA,0.928571429
HSPB2,1,1,1,NA,0.947368421
C11orf52,1,1,1,NA,0.888888889
DIXDC1,0.928268433,0.928268433,0.99736347,0.8,0.975609756
DLAT,0.75,0.75,0.965761554,0.75,0.972972973
PIH1D2,1,1,1,1,0.933333333
TIMM8B,0.927001953,0.927001953,0.997268336,0.944299545,0.909090909
SDHD,1,1,1,NA,0.5
IL18,1,1,1,NA,0.666666667
TEX12,1,1,1,NA,0.875
BCO2,0.5,0.5,0.84657359,0.75,0.979591837
PTS,0.75,0.75,0.965761554,0.5,0.909090909
PLET1,1,1,1,1,NA
GALNT18,0.5,0.5,0.84657359,0.5,0.979591837
TTC12,0.387207031,0.387207031,0.754587422,0.672851242,0.983333333
ANKK1,0.623046875,0.623046875,0.917831237,0.644481403,0.988636364
DRD2,1,1,1,NA,0.952380952
CSNK2A3,1,1,1,NA,0.888888889
TMPRSS5,0.227249146,0.227249146,0.563966092,0.666666667,0.975
ZW10,0.5,0.5,0.84657359,0.75,0.983333333
CLDN25,1,1,1,NA,0.95
USP28,0.866577148,0.866577148,0.990674583,0.75,0.987804878
HTR3B,0.890625,0.890625,0.993787711,0.5,0.976744186
HTR3A,0.729371905,0.729371905,0.959540905,0.5,0.983333333
ZBTB16,1,0.989257813,0.981206984,1,0.952380952
NNMT,1,1,1,NA,0.970588235
C11orf71,1,1,1,NA,0.933333333
RBM7,1,1,1,NA,0.75
REXO2,0.5,0.5,0.84657359,0.5,0.928571429
NXPE1,0.34375,0.34375,0.710820217,0.34375,0.972222222
NXPE4,0.5,0.5,0.84657359,0.666666667,0.972972973
NXPE2,1,1,1,NA,0.974358974
CADM1,1,1,1,NA,0.941176471
MUC5AC,1,1,1,1,NA
BUD13,0.5,0.5,0.84657359,0.5,0.985507246
APOA5,0.7734375,0.7734375,0.972141648,0.5,0.966666667
APOA4,1,1,1,NA,0.981481481
APOC3,0.83888184,0.83888184,0.986261146,0.83888184,0.9
APOA1,1,1,1,1,0.941176471
SIK3,1,0.0625,0.235786795,NA,0.988095238
PAFAH1B2,1,1,1,NA,0.8
SIDT2,0.5,0.5,0.84657359,0.666666667,0.985294118
TAGLN,1,1,1,NA,0.954545455
PCSK7,0.5,0.5,0.84657359,0.5,0.976190476
RNF214,1,1,1,NA,0.977272727
BACE1,1,0.75,0.965761554,NA,0.965517241
CEP164,0.997787476,0.997787476,0.999997551,0.888888889,0.992063492
DSCAML1,1,1,1,NA,0.994117647
FXYD2,1,1,1,NA,0.9
FXYD6,1,1,1,NA,0.888888889
TMPRSS13,0.3125,0.3125,0.675984628,0.666666667,0.980392157
IL10RA,1,1,1,NA,0.983606557
TMPRSS4,0.7734375,0.7734375,0.972141648,0.852994437,0.971428571
SCN4B,1,1,1,NA,0.947368421
SCN2B,1,1,1,NA,0.962962963
MPZL3,0.875,0.875,0.991839969,0.5,0.958333333
MPZL2,0.071653327,0.071653327,0.260525456,0.888888889,0.966666667
CD3E,0.1875,0.1875,0.501370581,0.5,0.916666667
CD3D,0.5,0.5,0.84657359,0.5,0.944444444
CD3G,1,1,1,1,0.857142857
UBE4A,1,0.75,0.965761554,NA,0.982758621
USP47,1,0.75,0.965761554,NA,0.986486486
KMT2A,1,0.696380615,0.948372144,NA,0.992957746
TTC36,0.5,0.5,0.84657359,0.5,0.928571429
TMEM25,0.65625,0.65625,0.932671336,0.65625,0.970588235
IFT46,1,1,1,NA,0.954545455
ARCN1,1,1,1,NA,0.947368421
PHLDB1,1,0.588098526,0.900296971,NA,0.991735537
TREH,0.911499318,0.911499318,0.995962886,0.934931668,0.979166667
DDX6,1,1,1,NA,0.875
CXCR5,1,0.25,0.59657359,NA,0.964285714
BCL9L,1,1,1,NA,0.992647059
UPK2,0.914469513,0.914469513,0.996233283,0.857142857,0.958333333
FOXR1,0.75,0.75,0.965761554,0.5,0.964285714
CCDC84,0.171875,0.171875,0.47454478,0.355518597,0.958333333
RPS25,1,0.5,0.84657359,NA,0.5
TRAPPC4,0.5,0.5,0.84657359,0.666666667,0.909090909
SLC37A4,0.696380615,0.696380615,0.948372144,0.666666667,0.977272727
HYOU1,1,1,1,NA,0.986666667
VPS11,1,1,1,NA,0.983050847
HMBS,1,1,1,NA,0.965517241
H2AFX,1,1,1,NA,NA
DPAGT1,1,1,1,0.5,0.9375
C2CD2L,1,1,1,NA,0.98245614
HINFP,0.3125,0.3125,0.675984628,0.5,0.970588235
ABCG4,0.984375,0.9921875,0.999877289,0.5,0.972222222
NLRX1,0.295026666,0.295026666,0.655162629,0.909090909,0.989583333
PDZD3,0.916465759,0.916465759,0.996409592,0.889250738,0.981818182
CCDC153,0.5,0.5,0.84657359,0.5,0.966666667
CBL,1,0.5,0.84657359,NA,0.979166667
MCAM,1,1,1,NA,0.983050847
RNF26,1,1,1,NA,0.96875
C1QTNF5,1,0.303619385,0.5408092,1,0.9
MFRP,0.973760605,0.973760605,0.999652696,0.833333333,0.983870968
USP2,0.875,0.875,0.991839969,0.5,0.982758621
THY1,1,1,1,NA,0.933333333
DKK3,0.25,0.25,0.59657359,0.5,0.941176471
TRIM29,0.875,0.875,0.991839969,0.5,0.982758621
OAF,1,1,1,NA,0.95
POU2F3,0.125,0.125,0.384930193,0.125,0.96969697
TMEM136,0.032714844,0.032714844,0.1445972,0.032714844,0.958333333
ARHGEF12,1,0.6875,0.945101746,NA,0.98630137
GRIK4,1,1,1,NA,0.987179487
TBCEL,1,1,1,NA,0.944444444
TECTA,0.407264709,0.407264709,0.773107304,0.875,0.993865031
SC5D,0.5,0.5,0.84657359,0.5,0.952380952
SORL1,0.3125,0.3125,0.675984628,0.5,0.994791667
MICAL2,0.270628095,0.270628095,0.624341652,0.13666763,0.994011976
UBASH3B,1,1,1,NA,0.97826087
CRTAM,0.2265625,0.2265625,0.562947645,0.75,0.964285714
BSX,1,1,1,NA,0.916666667
HSPA8,0.5,0.5,0.84657359,0.5,NA
CLMP,1,1,1,1,0.944444444
MUC5B,1,1,1,NA,NA
GRAMD1B,1,1,1,NA,0.980392157
SCN3B,1,1,1,NA,0.952380952
ZNF202,1,0.109375,0.351418915,NA,0.971428571
OR6X1,1,1,1,NA,0.964285714
PARVA,0.828125,0.828125,0.984302062,0.828125,0.964285714
OR6M1,1,1,1,NA,0.958333333
TMEM225,1,1,1,NA,0.956521739
OR8D4,1,1,1,NA,0.9375
OR4D5,1,1,1,NA,0.96969697
OR6T1,1,1,1,NA,0.970588235
OR10S1,1,1,1,NA,0.970588235
OR10G4,1,1,1,NA,0.8
OR10G9,1,1,1,NA,0.833333333
OR10G8,1,1,1,NA,0.923076923
OR10G7,1,1,1,NA,0.602416382
VWA5A,0.916465759,0.916465759,0.996409592,0.75,0.986111111
OR8G5,1,1,1,NA,0.916666667
OR8D2,1,1,1,NA,0.947368421
OR8B8,0.9375,0.9375,0.998004864,0.5,0.96969697
OR8B12,1,1,1,NA,0.952380952
OR8A1,1,1,1,NA,0.958333333
PANX3,0.85546875,0.85546875,0.989012311,0.666666667,0.973684211
TBRG1,0.376953125,0.376953125,0.744721575,0.569757347,0.965517241
SIAE,0.9375,0.9375,0.998004864,0.5,0.979166667
SPA17,1,1,1,NA,0.9
NRGN,1,1,1,NA,0.666666667
VSIG2,0.5,0.5,0.84657359,0.5,0.956521739
ESAM,1,1,1,NA,0.977272727
MSANTD2,0.5,0.125,0.384930193,0.5,0.95
ROBO3,0.5,0.5,0.668825322,0.543815411,0.99137931
ROBO4,0.905376434,0.905376434,0.995374901,0.75,0.99122807
HEPACAM,0.3125,0.846271873,0.654496666,0.3125,0.961538462
CCDC15,0.875,0.875,0.991839969,0.666666667,0.984126984
SLC37A2,0.868412018,0.868412018,0.990935403,0.8,0.977777778
TMEM218,0.5,0.5,0.84657359,0.5,0.888888889
PKNOX2,1,1,1,1,0.961538462
FEZ1,1,1,1,NA,0.9375
EI24,1,1,1,1,0.941176471
STT3A,1,0.6875,0.945101746,NA,0.952380952
CHEK1,1,1,1,NA,0.933333333
ACRV1,0.890625,0.890625,0.993787711,0.666666667,0.952380952
PATE1,0.612792969,0.612792969,0.912894926,0.8,0.9
PATE2,0.9375,0.9375,0.998004864,0.5,0.909090909
PATE3,0.74609375,0.74609375,0.964627606,0.810291954,NA
PUS3,0.75,0.75,0.965761554,0.75,0.971428571
HYLS1,0.604736328,0.604736328,0.908896167,0.8,0.954545455
DDX25,0.85546875,0.85546875,0.989012311,0.75,0.972222222
CDON,0.06103906,0.06103906,0.231719001,0.8,0.990740741
RPUSD4,0.890625,0.890625,0.993787711,0.5,0.975
FAM118B,0.74609375,0.74609375,0.964627606,0.75,0.964285714
FOXRED1,0.668188095,0.668188095,0.93759189,0.75,0.982758621
TIRAP,0.875,0.875,0.991839969,0.875,0.958333333
DCPS,0.75,0.75,0.965761554,0.75,0.979591837
ST3GAL4,1,1,1,NA,0.964285714
KIRREL3,1,1,1,NA,0.985507246
TOLLIP,1,1,1,NA,0.961538462
ETS1,1,1,1,NA,0.944444444
FLI1,1,0.34375,0.710820217,NA,0.961538462
KCNJ1,0.5,0.5,0.84657359,0.666666667,0.973684211
C11orf45,1,1,1,NA,0.941176471
KCNJ5,1,1,1,NA,0.95
TP53AIP1,0.75,0.75,0.965761554,0.75,0.857142857
ARHGAP32,1,0.0625,0.235786795,NA,0.992753623
BARX2,1,1,1,NA,0.941176471
TMEM45B,0.290527344,0.290527344,0.649635869,0.552685517,0.96
NFRKB,1,1,1,1,0.989795918
PRDM10,0.5,0.5,0.649348666,0.5,0.983050847
